Run,Band Gap Energy (eV)
121,1.0210003852844238
122,0.9250001907348633
123,0.8299999237060547
124,0.741999626159668
125,0.6559996604919434
126,0.5770001411437988
127,0.500999927520752
128,0.43400001525878906
129,0.37199974060058594
130,0.3189997673034668
